Left Knee Angle,Right Knee Angle,Left Ankle Angle,Right Ankle Angle
164.31488260460276,169.1626819015882,254.97983631067854,250.69205289042753
160.7750304262583,171.4912966837297,255.1838423977678,252.12813653227332
159.2489268935632,171.2991375611078,255.294440375874,253.9876105813208
158.65165258845857,171.00573821186825,255.0525466517391,256.02867282673316
157.31172466393045,171.54095198643063,254.4680300389561,256.05886896049884
157.01856779435997,173.04491026085276,252.6857402549584,254.3940109526094
161.7953481832544,164.93340656309599,246.11379522840198,245.35667464227535
168.51073495349186,175.13303018918418,240.07787014393645,236.7263005516744
173.0309582164502,174.63179392427932,237.58002343508304,244.19479524853253
178.71267105847497,171.42256991807562,234.4710790136296,251.21538641910186
182.6903841018312,170.60755065918107,232.43063818735246,254.52875276906707
184.8368012672815,174.22823307724443,232.4545474955851,260.7604982311049
187.81529354676687,176.08979431700925,234.99689958894882,264.6771549701177
184.53731374407525,164.06548658216974,237.5754654997444,256.17676822808374
187.32151228247074,166.81197187722017,234.70158817917064,266.22911229273666
188.38945529955055,167.8911367278436,232.08411584018614,267.21337932617223
188.69344751420286,168.29797250393761,229.99421510235737,266.0428821219235
188.26168822650058,171.885761636859,227.73584576123437,267.92162975463805
186.90802365528958,173.1974992614008,224.85362757817506,268.20480038784456
186.67599905618349,169.20091075849334,224.11229376180145,267.89953833696495
184.0690119819977,174.36164501647133,225.82497412364503,268.9422397070382
183.6229812587061,171.99551878348277,224.63171264195987,271.5810107799607
181.91193195997957,174.55513768347373,226.95425967005346,270.38124546349616
184.48607475185082,168.8182457898033,226.1510740682232,270.64014966952357
185.9137058904047,161.8270368762681,228.7370729309378,268.6120600958686
183.77484448339627,167.1974548904546,230.4012930893421,266.3027647200776
182.6277712394629,170.21443640782311,228.49804068343965,264.9232981036968
180.9430948278562,168.82710208148842,229.48743277847586,261.47258543017864
180.5371775640775,164.5241177624889,228.82781249557854,259.5174186157917
178.54109701897735,159.20885630358688,229.84342093333242,249.1985071858934
177.29030604503689,155.14533913736514,229.13822030863312,242.72411954385083
177.43777322908318,150.80318523414257,229.71122468936255,236.40820987251507
177.8718250254318,145.30853481520103,228.15093663793976,232.5500927811752
179.02584939705994,144.70175882660826,227.3758883170022,232.25473797033806
177.14300421147107,144.06989149868477,227.819776241008,230.07213287251452
175.7775046632743,142.31232656726735,228.49463892725333,224.33991379964397
176.05541033656286,140.53190820680615,228.36512323733984,230.6150983191158
175.78711650668777,140.95752674573274,225.6191448396929,239.2259638987518
174.98492649923145,139.26667848478263,226.55060370170926,244.73108470202206
172.82655616806036,143.2787980835688,228.38353249962302,244.07869453709742
168.7520272927799,147.16975167277388,232.81846440259878,251.65002817003682
164.18405227864096,148.29235772888077,237.48630407296324,252.78246876396597
168.51981961934624,154.09675182597738,232.7419158543162,250.62070077349838
170.81994922162963,155.26298722615482,231.67390391917021,253.39483402605174
173.87350180117735,153.74294322791943,210.67171624442872,258.34425645209564
170.82179836214195,163.08478355378605,225.2125555028873,251.84630449766053
171.8729209393786,163.49982610269413,229.19418278839083,252.1518994129226
161.57256555680723,181.597776780512,251.79651879101726,241.15979955562494
185.5568930136788,168.64833717683055,237.2465647728807,251.7131019574223
155.2544912697152,197.59987307667586,269.9221172484493,217.09149008033054
161.8080909532752,196.4739939381891,263.25954966142115,229.394789836686
173.80699675872077,180.8806846943503,258.83808504784463,244.9373333801309
176.47016527628926,182.70301177877633,252.5507594503187,247.39960354577815
175.68537560199215,183.19066039750848,250.39987393888924,247.10627950466895
176.37726227179346,183.66788776319564,249.6317504821595,241.3451409237364
176.50254387100605,182.0060689573419,251.10622615181993,239.56973445062326
174.6077432649027,179.39786907115342,251.86660512694627,238.3612440928591
169.30296433916882,176.00812737618494,254.93238434735295,240.27966852444774
168.5938008811378,174.3168404914982,256.41245856764573,243.26837043011298
