Left Knee Angle,Right Knee Angle,Left Ankle Angle,Right Ankle Angle
9.716685817785105,27.11923414273759,-363.0664855011259,303.4533094540727
164.20915881345175,112.63717485068995,156.5014343240479,199.33012253313308
182.9660408899871,155.55604521958347,-366.91122711902466,71.56505117707799
204.96403317483515,187.23894462818487,198.7845590185726,195.96553324461988
188.8880130914189,171.6666046199947,189.9187341111364,190.07914508902448
195.45336957471358,179.88847314958892,189.043985567622,203.11167427621794
194.29023560651348,190.38555138280577,174.13060280774536,179.97660441962896
160.32189235424988,155.8636283685966,253.5513918729602,251.33896979316918
163.87429217965308,164.23418077328898,252.14671423458338,250.61140867163505
165.31531865293695,168.59552012085297,250.724310496153,244.55579241724766
164.72891780824224,170.30077819050206,251.79185703665897,242.9141439085212
162.78363761499205,168.7039979364792,252.390507319178,244.96513419516415
158.29894096053047,164.18673888942368,255.31853701644468,246.71132443227947
151.11875289166187,166.11988331392197,256.35629637054456,245.93436841944273
143.2517946654456,167.16970538649633,252.10695554648365,245.51552487307646
139.25149393519908,167.3753171132146,249.4986682040148,247.38484939592502
137.14353992466127,165.37228635764495,247.9058718573354,247.73703406796534
132.29712685025618,165.3473859769818,248.51671701472034,247.21759426951832
130.4120218759275,170.13836459130195,247.56411169332526,246.59788389201987
133.1658274605551,174.85219349072565,252.22630589752296,247.3965858308195
132.10469229619326,178.22527163613037,251.52301466260062,246.72388231426623
135.99283132744134,179.99118255169887,249.33249728835966,247.11166955043066
137.9541460238079,177.64262002769348,243.7120725603937,248.25789731232638
152.09653553219536,170.03300502394734,236.09483373929328,252.97214178697445
157.57186728853046,166.77610844252908,253.32359713724176,252.47655897115098
157.28943426067437,170.376780717781,229.0823877572375,256.460050198029
163.5054793531344,172.57145313412767,244.78490688521427,258.4089675222451
168.17676674439795,172.00328505751096,242.85269468509898,256.71070495851177
163.0312823723547,176.28890368364313,241.9893054023658,252.32074506670278
164.41040234560793,174.01108372594345,236.7199093655814,252.3153180707944
168.13681471637688,175.9736411791798,237.87079611060545,250.38580277981714
168.07363497041393,178.3926524672091,236.18102388418754,248.36073486465688
169.3092076467154,179.35942328543211,237.2333938285103,238.14486761755072
167.412956078185,178.14876021885183,240.2563332271117,245.24957008785037
169.50747620262214,174.5637134672909,241.78899663805333,254.252782407763
172.72179312257967,174.2609015019104,242.97657384551061,259.4126786817629
174.81423578757023,172.3139601216491,243.69257199463652,263.3652029572839
177.8907906294536,172.24128112676104,243.55309535612236,264.5221819806045
178.95006868244792,172.30186398032208,244.31010962147792,266.5561702652853
180.74684604391854,169.64141253857417,243.62071494206603,266.753508153946
178.90314750198453,170.26959018250616,245.53488796200523,265.5055832964171
177.86669656293384,171.45471810469917,246.06852438597153,264.654090723846
175.84190181938953,168.08033021926985,241.87978931785483,265.9974893483557
175.8723850742366,165.61607099063053,236.5206247184398,266.42208378630414
174.5166982909,165.16221636986032,235.69178748100643,265.30131948270053
175.41761052264854,158.4363387559464,233.80679269443527,260.91427224871467
178.47960048230593,152.161143529815,230.6866769444895,254.85301555965478
174.86140966102772,155.3838247214924,229.3663896339366,244.7369014955009
171.0305256963887,148.3131834181687,234.6175137802336,240.24659571620907
169.71158792590126,146.8591472742509,236.87794340397335,246.63328184464734
169.966376473147,143.73188509846852,237.7430785719898,249.5302043654394
167.2108980596887,147.0383051992377,239.41146191050137,249.71484775518957
168.24222114334037,146.58523647953618,238.19452138660384,256.8442140705484
163.04015297793495,151.23851011492846,240.2551187030578,243.48071221535733
161.7953430188161,145.4178557492667,240.9390679902804,241.34141766528117
165.64536706469258,139.38271434801106,233.28064267908658,250.76660102833915
161.35267075949145,138.23672759819502,233.4311586994122,244.03331641021936
158.1663324071684,163.19621944508663,245.96328928493548,243.36077704376882
149.09295890823842,169.4853558777229,242.73963986363393,247.2849704548912
152.65012421993012,170.9202235943694,251.13100054493862,248.59172946297298
155.1403185333627,172.65780565102392,254.66912667447468,248.13459787783336
158.32805748746625,170.28871804247223,255.08352722605423,250.94899126867878
160.28759853700615,169.92672858707843,254.76958414076515,252.92358971513838
159.64582527494838,169.11223151775533,256.6901300334415,251.6235127288276
158.35357628293985,168.48892597199043,258.8073663076019,248.17984802837853
156.21265064425103,163.77360968079827,261.7656511453976,247.66663793954163
151.70192882012324,162.89727103094762,263.21676641058093,244.34847153494746
148.65484228525773,160.60322713559273,260.799151296875,245.84394691477135
144.69703751912655,163.94057401590422,260.0904069779862,241.8586412885298
142.67613712841055,166.56291929494358,256.3051565204976,241.82815065806707
140.68482644215882,166.08240349626288,252.21495167284212,245.54885574745103
135.52859803726622,169.11467094166272,250.10941787003958,246.3764899856699
136.3210168627314,172.74642091957512,246.46087913968302,247.43971754584302
135.9670887623851,169.62865254191348,244.17333074197046,247.04125744551868
136.64178053606102,170.06392880384993,245.00019403684695,246.80140948635182
139.04696507664778,172.71123722031354,242.8320474620033,247.73444566802198
165.39512073840265,171.8595074887964,243.8936603973066,249.40979861694717
166.26373169437744,178.08379447132305,244.67297531647372,250.89299724912325
171.83934465235467,179.29268063145577,244.89557696732143,252.87758514286705
174.69953237468198,180.53879988908383,245.33796702309724,256.8949889174798
177.84815424011418,177.21135735629858,244.04860946080848,259.3368713711326
180.49374962236178,177.7562239031489,244.2210830004944,259.60535971928175
178.30180403164397,175.48977421504418,248.08463027015742,264.1127769237962
179.3943048234214,174.39816270038588,246.7518533699693,265.51078006072527
181.3125718108711,173.9548399953052,245.39108425441853,266.9122986670776
181.71032944111423,173.86021912360135,244.1976510298954,267.12073837768895
181.13643188314185,174.61197800493997,244.18593159540762,269.0040548312772
180.6154029285072,172.77364576002924,241.26166659639148,269.86115751042985
178.43034753133412,172.01522066471819,237.42338340214187,269.6648754564586
177.54914736222898,168.2478424541428,235.73266455665578,268.5744067960232
177.5333990514746,168.8256882263829,233.80679269443527,266.31525194497647
173.61332199506742,163.13216425014818,235.96251200236443,264.8568897981964
179.01004012587296,161.44543263716037,232.99969312002312,260.10912069463177
177.81991897415583,157.66469985327976,232.80895624660562,257.46183263872786
182.45767496673116,148.3417227669205,234.85000860687384,246.80140948635182
181.18376580121173,142.8257451664089,237.62522201271062,251.5926193126473
179.88959921267704,141.29088916196105,239.66425732340116,251.51406117614027
172.13424321622625,140.39959676782846,242.3649701413612,253.3529023335317
169.86225527001196,142.95609207490642,244.21196670530776,259.42616374318095
169.26982699879466,151.98790909680764,246.17562146072177,257.59056244735945
164.20953644669981,147.3057679213769,248.50668888281774,255.0263142328666
160.82349315412935,146.06193497711615,242.0545380087922,249.78721046111457
160.38746324709362,161.41506256809052,241.56382525770678,246.68577739407127
159.0543233592525,163.61455300132067,243.6406379254175,244.37902626337336
144.25364905704086,158.78025595405396,249.6479581372924,254.15121149952972
160.09154201066795,166.43993890790233,252.1917296380167,255.1151010626824
165.55917536235785,174.06974391346347,251.62116160547467,-465.6401151820883
165.4490768198267,175.69374228239047,252.42634657819076,-463.85323274917727
166.4553129003404,173.23307240981035,252.07087049643826,-462.8995715903277
164.04103833851474,172.02872563203877,254.16957875313807,-461.44378637619116
164.51492169203567,169.89735511038097,255.17042496013042,-458.74981599118536
166.75073697581064,165.46708246268466,256.2184027643464,-457.9324710992864
163.70803684106247,162.92240033865016,258.5641083345315,-464.14806724302184
157.2993324625104,157.8111365473483,261.15818543980834,252.0239724371319
155.36326649506458,155.55067071711224,260.31443227781403,250.81367419405373
151.37077080022084,155.57999875845147,260.6894011417933,248.64458366640406
148.4268259071074,163.08730975489948,260.63059424986494,245.2912708430945
143.71143755195038,165.6487309782888,258.7094149477662,247.03914497615872
141.22567243241824,166.0443832892296,255.4292774866826,248.38802965418625
136.65739495505903,166.2060040199651,255.6429268533355,251.911827047383
135.16063658986096,168.40266658862913,257.01718690760043,251.8290851583371
130.31707044009264,168.0737687438323,259.75632959959586,250.7574083860016
130.1024377595899,174.66152299481774,255.42726023094318,251.55340154992942
160.7026256077359,171.15807300806313,272.5307630176354,234.1331492669447
205.6715254126647,167.32349136042043,-430.983477572526,259.65369494258465
170.4741317752744,177.44780770057946,239.76261696929447,247.526060546729
173.42393703804413,178.7536574626485,249.62890406296424,260.97047590677283
171.00443273985712,177.5686406819879,249.15182875819235,260.33660224100004
172.7679773904051,176.860064390377,245.99057201589935,258.9995559795314
174.31553583894475,176.7176020411575,245.10336139430498,259.23746277685757
175.63601160381816,174.24036626433647,244.0624321917434,259.32317580688044
176.21344164056242,168.3742462778104,244.40489879634305,263.1565748052126
176.16915452443362,168.82151074687954,245.97315729387913,263.04993205246916
175.89232028627197,165.40499199729538,245.46905011025436,262.95917774501294
177.4572502736397,168.25401324384845,241.54100331633313,259.74706530276467
175.51698265520514,166.92878033106948,237.95531928126582,260.6455227198568
176.69988635485265,167.22721801223662,234.84188053320858,261.5156778650296
175.2259467400231,166.0264776668588,235.50413779104562,260.6225690825551
175.2980217714114,158.56154534777104,237.09818037745097,261.01042060364597
175.0622234412448,158.61989479871752,239.54829568527143,258.1904435569093
182.21290454821994,148.1597996360992,236.08287770040346,259.88099104603094
182.04470691936783,144.84458923813565,235.8286857957357,255.5129216498716
184.46935362931808,153.48166155970654,234.49248581645932,246.88667100007308
182.25964842325916,144.05971836648607,235.2399714231533,251.28810285182962
174.87997732923452,146.9906002631994,239.02505507136627,250.6408690942334
170.78984660868895,149.0344730852579,242.5924245621816,246.85231985621448
168.48712562490323,150.80826248850573,243.43300580272765,251.23322604814115
168.88158379446045,153.3882910323291,244.52765656257372,256.0553824103715
164.33922690508624,151.75110047550453,248.26513064930867,255.18948793281433
159.25668448427476,145.17194840727504,249.90646064591175,248.41372880503405
155.30908218215723,146.392361506664,252.25951146462776,256.67899745520236
160.49074418186032,162.1997462485898,251.23193993315664,254.03326312354548
