Left Knee Angle,Right Knee Angle,Left Ankle Angle,Right Ankle Angle
264.06362305824007,172.94965377938792,128.08316279781366,177.1340182583178
157.2411119121111,155.48546221923948,188.42501998656246,200.31282627020738
184.74282001326264,159.1773938586234,175.67336476990386,188.9726266148964
196.7457505383201,179.80036394547565,146.15152049262753,146.5095685285446
189.25749375173945,179.40934278535332,135.89007514877807,144.08503300445568
187.38950174105793,180.65540910284255,124.37578566017481,146.6170653521619
187.10615564465803,176.48072271016338,128.16858724620937,144.21047796449614
186.71115389155776,195.96221086172602,130.779997670135,158.22310731981685
205.95304065500085,174.15973230002209,156.5014343240479,181.98519410380277
197.75854583044807,212.82060590026921,99.63166884645761,106.43256975854901
197.5696136805234,210.58749254553544,99.63923450906705,105.39423780464519
191.19182948165036,205.01787196363284,106.47483992787565,111.09179477334592
188.1779724621274,197.35981911232503,105.24087257256623,115.49422672229103
182.37726521868976,189.1709396940546,113.75373532624884,139.62222131548867
187.51825505769045,186.21125804051113,110.82595267898837,147.56884190557503
184.02197034261687,184.767792226847,119.01380895988878,148.6202601223953
183.88643546724063,184.97366910950936,117.87970178035152,139.26296474805244
186.23578884378227,178.9603162303778,106.46331401622545,138.36955055068955
186.34837451927802,179.06518678802064,107.31893843151475,123.05053380764429
183.38366288693203,186.87796955972712,105.65721166073226,119.10096927569579
193.76598236143232,191.05809034197998,95.32346538334869,121.85513238244926
192.78370324265293,190.81656434481283,98.03688598125339,119.96956947656672
188.4442249549102,190.46550169162907,98.93419418120413,124.40992311825102
191.42163636841255,195.2659640142122,99.92365412955637,120.6111226965525
191.2574591150998,189.6887865603668,100.28842875238796,122.06595853574302
191.9060520219452,189.78621909454318,97.48251569273212,121.92631951674367
190.70391509660985,190.5170955888956,98.50567018385247,118.55802081206424
197.38483828238336,196.38162055362014,96.18463797557312,116.2376502862336
198.47834951672013,194.16023444209512,95.36246868352747,117.20879689125336
202.8112248271302,193.12206106682063,94.22155805969653,122.09863269614411
199.83824637144204,198.5043982186223,96.73695823092628,114.65710923960803
202.2000322331675,194.67311440901221,98.6660056110841,118.3461016894227
202.90301450613683,194.8889381502969,104.44452002195148,116.65506803862006
204.70440653341115,194.31913870420772,105.92487367409252,113.09201862164649
202.0534885890653,196.64622675118525,111.24982043363474,120.91639683091284
196.6643477491597,199.7323709158813,113.81992344354387,113.38083161663374
209.01031658706378,203.26101431975434,105.69974545652468,109.64989775823175
205.37606419145948,203.899682802841,112.10412361465166,107.79543177011283
205.61339886604918,202.99425860525002,112.61790992775549,105.46677931178859
206.09907183440382,205.4431025724894,124.93814414739073,103.2749767534241
206.09959684570774,202.82730929482716,126.81561459291161,108.14336976492946
